conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate
2633375,2633378,2633376,2017-10-31T00:59:00+00:00,@AppleSupport IOS11.3 =battery life deterioration. If this is apples way 2 get me to buy a new phone Ill switch 2 android @117159,@743534 We're here to help do all we can to work towards a resolution. Have you adjusted the settings here: https://t.co/q57Uj17Q0V,customer: @AppleSupport IOS11.3 =battery life deterioration. If this is apples way 2 get me to buy a new phone Ill switch 2 android @117159,3,0
2643359,2643362,2643360,2017-10-31T02:52:25+00:00,Help! How do I delete all photos from my iPhone but keep them on iCloud? #apple @AppleSupport,@745864 Hi there! Are you using iCloud Photo Library? Let us know in a DM. https://t.co/GDrqU22YpT,customer: Help! How do I delete all photos from my iPhone but keep them on iCloud? #apple @AppleSupport,3,0
2647340,2647342,2647341,2017-11-17T23:03:28+00:00,When back up your phone right before you get a new one but then it fails to actually work so you’ve lost everything 😭😩 damn you @115858,@746907 We're sorry to see that the information did not return to your new device. Please meet us in DM so we can gather information and retrieve your data where possible. https://t.co/GDrqU22YpT,customer: When back up your phone right before you get a new one but then it fails to actually work so you’ve lost everything 😭😩 damn you @115858,2,0
2652519,2652521,2652520,2017-11-19T03:41:48+00:00,@AppleSupport *sim* popper,@139186 We would be happy to look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT,"customer: @AppleSupport hi, I just bought a new iPhone 6s unlocked from the mall. When I turned it on, I looked at the settings it said TMobile carrier. Is this unlocked? The phone also didn't come with a sin popper tool... That's why I am asking/concerned its a locked phone.
customer: @AppleSupport *sim* popper",3,0
2652656,2652658,2652657,2017-11-19T02:19:24+00:00,"@115858 my Mac charger broke, can I get a new one?",@244206 Hello! How long ago did you purchase your Mac?,"customer: @115858 my Mac charger broke, can I get a new one?",2,0
2652680,2652682,2652681,2017-11-19T02:08:51+00:00,@AppleSupport why do I keep getting this pop up? I can’t stop this from happening!! Help https://t.co/ypkiFt0maV,@748103 We want to help. Send us a DM and let us know what device and software version this issue is occurring with. https://t.co/GDrqU22YpT,customer: @AppleSupport why do I keep getting this pop up? I can’t stop this from happening!! Help https://t.co/ypkiFt0maV,2,0
2675417,2675419,2675418,2017-10-31T13:02:39+00:00,Lost Keyboard on my 7 Plus. Tried Restore also.Still the problem is there. What the hell is wrong with ios 11. @115858 @258625 @170480 https://t.co/RQDEy1p7gP,"@176408 We can work together to figure this out. It looks like you're using Safari, does this happen with other app as well?",customer: Lost Keyboard on my 7 Plus. Tried Restore also.Still the problem is there. What the hell is wrong with ios 11. @115858 @258625 @170480 https://t.co/RQDEy1p7gP,2,0
2675690,2675692,2675691,2017-10-31T13:27:00+00:00,Hei @115858 @AppleSupport there is some weird email that ask me to reset my appleID and i think this is fake https://t.co/X6Bw1aiHjk,@753138 Thanks for reaching out. This article covers how to identify and report those types of communications: https://t.co/LNMCdqt6fD,customer: Hei @115858 @AppleSupport there is some weird email that ask me to reset my appleID and i think this is fake https://t.co/X6Bw1aiHjk,2,0
2676530,2676532,2676531,2017-10-31T13:48:33+00:00,Hi @AppleSupport-can't update apps. App Store asking for pword for old appleID that I'm not signed in on &amp; don't have access to. Can u help?,@303666 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,customer: Hi @AppleSupport-can't update apps. App Store asking for pword for old appleID that I'm not signed in on &amp; don't have access to. Can u help?,2,0
2678839,2678841,2678840,2017-10-31T14:54:29+00:00,@AppleSupport I wish your customer service was as “premium” as the products you charge us for! Disgusted at the treatment from your team!,@753800 Please meet us in DM. We'd be happy to hear more. https://t.co/GDrqU22YpT,customer: @AppleSupport I wish your customer service was as “premium” as the products you charge us for! Disgusted at the treatment from your team!,2,0
2689420,2689422,2689421,2017-11-19T15:51:28+00:00,Fking brand new MacBook just took a shit after trying to install Sierra and lost all my information 😒😑 @115858 @127271 thanks guys.,@516522 Were you able to get the Mac working again? We'd be happy to help you recover data from your backup. Please DM us. https://t.co/GDrqU22YpT,customer: Fking brand new MacBook just took a shit after trying to install Sierra and lost all my information 😒😑 @115858 @127271 thanks guys.,2,0
2695005,2695007,2695006,2017-11-19T18:26:50+00:00,"@AppleSupport can you make an update for the old iPad mini, mines only at 9.3.5 https://t.co/Fy4DA9dYpQ","@757365 Thanks for reaching out to us about this. We want to make sure we’re providing you with the best information possible. Send us the device’s serial number in DM, and we’ll take a look at this with you there. https://t.co/GDrqU22YpT","customer: @AppleSupport can you make an update for the old iPad mini, mines only at 9.3.5 https://t.co/Fy4DA9dYpQ",2,0
2696060,2696063,2696061,2017-11-19T18:44:30+00:00,"@AppleSupport Just upgraded to iPhone 8+, transferred data from cloud and now get this message every time I unlock my phone?  I’ve erased old apps and updated my settings to offload old apps. https://t.co/coOOAn7mm4","@724468 Congratulations on your new iPhone, we want you to enjoy it. Let's work to get to the bottom of this issue. Do you have any apps that appear dim or have white lines in your Home screen. Look here for an example: https://t.co/FgWA1fgP26","customer: @AppleSupport Just upgraded to iPhone 8+, transferred data from cloud and now get this message every time I unlock my phone?  I’ve erased old apps and updated my settings to offload old apps. https://t.co/coOOAn7mm4",6,0
2696060,2696062,2696064,2017-11-19T19:27:00+00:00,@AppleSupport No.,"@724468 When you look at your purchases in the App Store as well as the iTunes Store, are there any purchases still being downloaded?","customer: @AppleSupport Just upgraded to iPhone 8+, transferred data from cloud and now get this message every time I unlock my phone?  I’ve erased old apps and updated my settings to offload old apps. https://t.co/coOOAn7mm4
brand: @724468 Congratulations on your new iPhone, we want you to enjoy it. Let's work to get to the bottom of this issue. Do you have any apps that appear dim or have white lines in your Home screen. Look here for an example: https://t.co/FgWA1fgP26
customer: @AppleSupport No.",6,0
2696060,2696065,2696066,2017-11-20T00:10:31+00:00,@AppleSupport No. This has been happening for two weeks. It pops up every five minutes. All apps up to date and old ones deleted.,@724468 Understood. We'd like to take a further look into this with you. Please join us in DM. https://t.co/GDrqU2kzhr,"customer: @AppleSupport Just upgraded to iPhone 8+, transferred data from cloud and now get this message every time I unlock my phone?  I’ve erased old apps and updated my settings to offload old apps. https://t.co/coOOAn7mm4
brand: @724468 Congratulations on your new iPhone, we want you to enjoy it. Let's work to get to the bottom of this issue. Do you have any apps that appear dim or have white lines in your Home screen. Look here for an example: https://t.co/FgWA1fgP26
customer: @AppleSupport No.
brand: @724468 When you look at your purchases in the App Store as well as the iTunes Store, are there any purchases still being downloaded?
customer: @AppleSupport No. This has been happening for two weeks. It pops up every five minutes. All apps up to date and old ones deleted.",6,0
2697232,2697234,2697233,2017-11-19T19:20:30+00:00,"Hey @115858 @AppleSupport  what is up with my phone. I updated my iPhone 7 to the latest software and it’s freezing, and very laggy when I type or when I swipe away notifications.",@644010 We're sorry you've had this experience. Let's see what we can do to get it resolved. Do these things seem to be happening in any applications in particular or is it system wide? Reply in DM so we can gather more info. https://t.co/GDrqU22YpT,"customer: Hey @115858 @AppleSupport  what is up with my phone. I updated my iPhone 7 to the latest software and it’s freezing, and very laggy when I type or when I swipe away notifications.",2,0
2702112,2702115,2702113,2017-11-19T21:25:00+00:00,.@AppleSupport I’ve just plugged my iPhone into my Windows laptop to download my photos as I usually do. However I can’t see my photos in File Explorer. Why is that please?,@617688 Thanks for contacting us. We're here for you. Please follow the steps in this support article for importing your photos to your computer: https://t.co/KSr0Br9YuG,customer: .@AppleSupport I’ve just plugged my iPhone into my Windows laptop to download my photos as I usually do. However I can’t see my photos in File Explorer. Why is that please?,9,0
2702112,2702114,2702116,2017-11-19T21:50:27+00:00,@AppleSupport I’ve never chosen to use iCloud but suddenly all my photos are heading to it and I can only get them back if I sign up. Not only that but I’ve a feeling I’ll have to pay for the iCloud storage that I’ve never asked for. Is that true?,"@617688  These are some good concerns, and we expect your features to work on your request not ours. You get 5GB of storage for free, and you will be notified if you need more. Even if you turn off iCloud Photos, your source photos will remain. Send su a DM if you need help. https://t.co/GDrqU22YpT","customer: .@AppleSupport I’ve just plugged my iPhone into my Windows laptop to download my photos as I usually do. However I can’t see my photos in File Explorer. Why is that please?
brand: @617688 Thanks for contacting us. We're here for you. Please follow the steps in this support article for importing your photos to your computer: https://t.co/KSr0Br9YuG
customer: @AppleSupport I’ve never chosen to use iCloud but suddenly all my photos are heading to it and I can only get them back if I sign up. Not only that but I’ve a feeling I’ll have to pay for the iCloud storage that I’ve never asked for. Is that true?",9,0
2702112,2702117,2702118,2017-11-19T21:59:31+00:00,"@AppleSupport I will because the source photos are not accessible suddenly. Until this week I’d plug in my phone, open explorer, move the photos. Now i can’t. Wife’s in the same position and as of this week.",@617688  No worries. We can look into this with you. Go ahead and connect with us via DM. https://t.co/GDrqU22YpT,"customer: .@AppleSupport I’ve just plugged my iPhone into my Windows laptop to download my photos as I usually do. However I can’t see my photos in File Explorer. Why is that please?
brand: @617688 Thanks for contacting us. We're here for you. Please follow the steps in this support article for importing your photos to your computer: https://t.co/KSr0Br9YuG
customer: @AppleSupport I’ve never chosen to use iCloud but suddenly all my photos are heading to it and I can only get them back if I sign up. Not only that but I’ve a feeling I’ll have to pay for the iCloud storage that I’ve never asked for. Is that true?
brand: @617688  These are some good concerns, and we expect your features to work on your request not ours. You get 5GB of storage for free, and you will be notified if you need more. Even if you turn off iCloud Photos, your source photos will remain. Send su a DM if you need help. https://t.co/GDrqU22YpT
customer: @AppleSupport I will because the source photos are not accessible suddenly. Until this week I’d plug in my phone, open explorer, move the photos. Now i can’t. Wife’s in the same position and as of this week.",9,0
2702112,2702119,2702120,2017-11-19T22:05:25+00:00,@AppleSupport I’ll do it in the morning.,@617688  We will be here to continue. Thank you for reaching out to us on Twitter.,"customer: .@AppleSupport I’ve just plugged my iPhone into my Windows laptop to download my photos as I usually do. However I can’t see my photos in File Explorer. Why is that please?
brand: @617688 Thanks for contacting us. We're here for you. Please follow the steps in this support article for importing your photos to your computer: https://t.co/KSr0Br9YuG
customer: @AppleSupport I’ve never chosen to use iCloud but suddenly all my photos are heading to it and I can only get them back if I sign up. Not only that but I’ve a feeling I’ll have to pay for the iCloud storage that I’ve never asked for. Is that true?
brand: @617688  These are some good concerns, and we expect your features to work on your request not ours. You get 5GB of storage for free, and you will be notified if you need more. Even if you turn off iCloud Photos, your source photos will remain. Send su a DM if you need help. https://t.co/GDrqU22YpT
customer: @AppleSupport I will because the source photos are not accessible suddenly. Until this week I’d plug in my phone, open explorer, move the photos. Now i can’t. Wife’s in the same position and as of this week.
brand: @617688  No worries. We can look into this with you. Go ahead and connect with us via DM. https://t.co/GDrqU22YpT
customer: @AppleSupport I’ll do it in the morning.",9,0
2702818,2702821,2702819,2017-11-09T18:55:26+00:00,@AppleSupport @115858 when are you going to fix the I problem in the new software? https://t.co/04HDlgu6b3,"@235828 Thanks for reaching out! We've just released iOS 11.1.1, which addresses this issue. Learn more here: https://t.co/uQeXsrrlXJ",customer: @AppleSupport @115858 when are you going to fix the I problem in the new software? https://t.co/04HDlgu6b3,4,0
2702818,2702820,2702822,2017-11-19T21:33:26+00:00,@AppleSupport I used it!  Fix works!  Operating system still jumping around a bit. But improved for sure.,@235828 We're glad to hear that took care of your issue! Please feel free to reach back out if we can be of any further assistance.,"customer: @AppleSupport @115858 when are you going to fix the I problem in the new software? https://t.co/04HDlgu6b3
brand: @235828 Thanks for reaching out! We've just released iOS 11.1.1, which addresses this issue. Learn more here: https://t.co/uQeXsrrlXJ
customer: @AppleSupport I used it!  Fix works!  Operating system still jumping around a bit. But improved for sure.",4,0
2727084,2727087,2727085,2017-10-31T18:28:31+00:00,@115858 Software Update search is currently not working. What is wrong? https://t.co/incgGabf1G,@764730 Let's try following this article for help updating over the air: https://t.co/bdxPi2vAaR,customer: @115858 Software Update search is currently not working. What is wrong? https://t.co/incgGabf1G,9,0
2727084,2727086,2727088,2017-10-31T18:57:32+00:00,@AppleSupport Nope. I guess either server or cdn is down. Pls check on your side too!,@764730 We're not showing any issues. Do you receive an error when using iTunes as well? https://t.co/GDrqU22YpT,"customer: @115858 Software Update search is currently not working. What is wrong? https://t.co/incgGabf1G
brand: @764730 Let's try following this article for help updating over the air: https://t.co/bdxPi2vAaR
customer: @AppleSupport Nope. I guess either server or cdn is down. Pls check on your side too!",9,0
2727084,2727089,2727090,2017-10-31T19:15:42+00:00,@AppleSupport It does work in iTunes. But others see the very same issue on their phones as well! https://t.co/rmWctf3hVP,@764730 We're glad that the update is working using iTunes. Let us know if you're able to complete the update.,"customer: @115858 Software Update search is currently not working. What is wrong? https://t.co/incgGabf1G
brand: @764730 Let's try following this article for help updating over the air: https://t.co/bdxPi2vAaR
customer: @AppleSupport Nope. I guess either server or cdn is down. Pls check on your side too!
brand: @764730 We're not showing any issues. Do you receive an error when using iTunes as well? https://t.co/GDrqU22YpT
customer: @AppleSupport It does work in iTunes. But others see the very same issue on their phones as well! https://t.co/rmWctf3hVP",9,0
2727084,2727091,2727092,2017-10-31T19:57:00+00:00,@AppleSupport I was able to complete the update using iTunes.,@764730 Thanks for the update. We're glad to hear you were able to update via iTunes.,"customer: @115858 Software Update search is currently not working. What is wrong? https://t.co/incgGabf1G
brand: @764730 Let's try following this article for help updating over the air: https://t.co/bdxPi2vAaR
customer: @AppleSupport Nope. I guess either server or cdn is down. Pls check on your side too!
brand: @764730 We're not showing any issues. Do you receive an error when using iTunes as well? https://t.co/GDrqU22YpT
customer: @AppleSupport It does work in iTunes. But others see the very same issue on their phones as well! https://t.co/rmWctf3hVP
brand: @764730 We're glad that the update is working using iTunes. Let us know if you're able to complete the update.
customer: @AppleSupport I was able to complete the update using iTunes.",9,0
2729671,2729673,2729672,2017-12-02T15:55:29+00:00,"Hey @AppleSupport @115858 , my iPhone X is resetting every couple of seconds, and it seems the whole world is experiencing this issue! Get to work and make my €1329 phone worth the money!

cc @153604 
#Apple #Dec2","@765312 We want your new iPhone X to work just as you expect. We've addressed the issue you're experiencing in this support article: https://t.co/Wc5MHFZb0p

Let us know in DM if you have any other questions, or if this is persisting. https://t.co/GDrqU22YpT","customer: Hey @AppleSupport @115858 , my iPhone X is resetting every couple of seconds, and it seems the whole world is experiencing this issue! Get to work and make my €1329 phone worth the money!

cc @153604 
#Apple #Dec2",2,0
2730439,2730441,2730440,2017-11-20T15:01:56+00:00,"iOS 11 -&gt; crap, battery life is bleeding, 1h of use -&gt; from 100% to 15% on iPhone 6s 
Do something !!!
@AppleSupport @115858",@296997 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,"customer: iOS 11 -&gt; crap, battery life is bleeding, 1h of use -&gt; from 100% to 15% on iPhone 6s 
Do something !!!
@AppleSupport @115858",2,0
2731312,2731314,2731313,2017-11-20T15:43:00+00:00,@AppleSupport I got a green line on my iPhone screen just got it used this for 1 day how do I return this and get my refund.,@273658 We want to help. DM us and we'll go from there. https://t.co/GDrqU22YpT,customer: @AppleSupport I got a green line on my iPhone screen just got it used this for 1 day how do I return this and get my refund.,2,0
2731350,2731352,2731351,2017-11-20T15:32:00+00:00,First this stupid “? A in a box” thing and now “I.T” ?!?! @115858 get I.T together yo 🤦🏽‍♀️,"@765692 We’d like to offer some guidance on this. Use the link below to join us in DM, and we’ll take it from there. https://t.co/GDrqU22YpT",customer: First this stupid “? A in a box” thing and now “I.T” ?!?! @115858 get I.T together yo 🤦🏽‍♀️,2,0
2732923,2732930,2732929,2017-11-20T16:07:01+00:00,@AppleSupport Hi could you please advise is it best to set up a phone as new or restore from back up,"@123004 That’s a great question, and we'll be happy to offer some guidance. Are you in the process of troubleshooting an issue, or did you just get a new phone?",customer: @AppleSupport Hi could you please advise is it best to set up a phone as new or restore from back up,7,0
2732923,2732926,2732924,2017-11-20T16:13:01+00:00,@AppleSupport Just bought new phone,@123004 Congratulations on your new iPhone. When setting up the device it is your personal preference if you'd like to setup as new or restore to a backup.,"customer: @AppleSupport Hi could you please advise is it best to set up a phone as new or restore from back up
brand: @123004 That’s a great question, and we'll be happy to offer some guidance. Are you in the process of troubleshooting an issue, or did you just get a new phone?
customer: @AppleSupport Just bought new phone",7,0
2732923,2732925,2732927,2017-11-20T16:37:00+00:00,"@AppleSupport Ok thank you.
Also could you please advise if the new phones will still charge on a charging pad with an Apple silicone or leather case still on","@123004 Have a look here for more information on how to wirelessly charge your iPhone X, or iPhone 8 https://t.co/5850eWPUr4","customer: @AppleSupport Hi could you please advise is it best to set up a phone as new or restore from back up
brand: @123004 That’s a great question, and we'll be happy to offer some guidance. Are you in the process of troubleshooting an issue, or did you just get a new phone?
customer: @AppleSupport Just bought new phone
brand: @123004 Congratulations on your new iPhone. When setting up the device it is your personal preference if you'd like to setup as new or restore to a backup.
customer: @AppleSupport Ok thank you.
Also could you please advise if the new phones will still charge on a charging pad with an Apple silicone or leather case still on",7,0
2739523,2739525,2739524,2017-11-20T17:16:03+00:00,"@115858 how long will this last? Trying to send a business email from my phone and that I️ typo is horrible, man",@767546 We want to help. Have you updated to iOS 11.1.2?,"customer: @115858 how long will this last? Trying to send a business email from my phone and that I️ typo is horrible, man",2,0
2740766,2740768,2740767,2017-11-20T17:42:29+00:00,"I don’t know the difference between the two mentioned “Done” call to action, as a user, I am confused. @AppleSupport https://t.co/wPgZibF0ld",@767813 We'd be happy to look into this with you. Could you please send us a DM with what iOS version you're running so we can get started? https://t.co/GDrqU22YpT,"customer: I don’t know the difference between the two mentioned “Done” call to action, as a user, I am confused. @AppleSupport https://t.co/wPgZibF0ld",2,0
2740784,2740787,2740785,2017-11-20T17:41:30+00:00,I know it’s a long shot @115858 but my MacBook Pro was brand new and stolen on Saturday morning from our car that was broken into. Had my book manuscript on it and all my work on the company we are starting. Heartbroken and lost without it. ❤️,"@749767 Oh no! We'll do everything in our power to help out. If you haven't already, check out this resource regarding if your Mac is lost or stolen: https://t.co/rY3YNIWj2t",customer: I know it’s a long shot @115858 but my MacBook Pro was brand new and stolen on Saturday morning from our car that was broken into. Had my book manuscript on it and all my work on the company we are starting. Heartbroken and lost without it. ❤️,4,0
2740784,2740786,2740788,2017-11-20T18:03:00+00:00,@AppleSupport Oh my gosh I would do anything to have one back!!! Have no idea where to go from him. I did those steps when we were alerted of the break in. Unfortunately no luck. I do have the police report info. I just wish I could afford a replacement to keep working and writing!,"@749767 From here, if you have not already, we'd recommend locking the Mac per the steps in the article. After that, make sure the authorities have the serial number of the device. 

From there our best recommendation is to continue to work with the authorities.","customer: I know it’s a long shot @115858 but my MacBook Pro was brand new and stolen on Saturday morning from our car that was broken into. Had my book manuscript on it and all my work on the company we are starting. Heartbroken and lost without it. ❤️
brand: @749767 Oh no! We'll do everything in our power to help out. If you haven't already, check out this resource regarding if your Mac is lost or stolen: https://t.co/rY3YNIWj2t
customer: @AppleSupport Oh my gosh I would do anything to have one back!!! Have no idea where to go from him. I did those steps when we were alerted of the break in. Unfortunately no luck. I do have the police report info. I just wish I could afford a replacement to keep working and writing!",4,0
2741941,2741943,2741942,2017-11-20T18:15:35+00:00,Hi @AppleSupport i'm having problems (again) with your ever-bugging iTunes software. plz help,@768076 We want to help! What model of device are you having issues with? DM us and tell us more about the problems you are having. https://t.co/GDrqU22YpT,customer: Hi @AppleSupport i'm having problems (again) with your ever-bugging iTunes software. plz help,2,0
2743081,2743083,2743082,2017-11-20T18:34:26+00:00,After a year of heavy use my 2016 MacBook Pro keys are getting loose/wiggly. Not liking it... ⌘ key has been hit or miss as well. I end up typing C instead of ⌘C many times per day. Its driving me nuts! // @AppleSupport,@768344 We’d like to see how we can help.  What country are you currently located in?  DM us back. https://t.co/GDrqU22YpT,customer: After a year of heavy use my 2016 MacBook Pro keys are getting loose/wiggly. Not liking it... ⌘ key has been hit or miss as well. I end up typing C instead of ⌘C many times per day. Its driving me nuts! // @AppleSupport,2,0
2746088,2746090,2746089,2017-11-20T22:25:00+00:00,My phone never wants to work these days @115858,@769016 We'd like to help. What issues are you experiencing with your phone? Let us know in DM. https://t.co/GDrqU22YpT,customer: My phone never wants to work these days @115858,2,0
2748370,2748373,2748371,2017-11-20T23:25:01+00:00,"@AppleSupport, How is this still a thing?","@136295 We'd be happy to look into this with you. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT","customer: Installed the latest iPhone iOS update, and the calculator still can’t do math properly. https://t.co/GRVbGFUahs
customer: @AppleSupport, How is this still a thing?",4,0
2751474,2751476,2751475,2017-11-27T00:08:00+00:00,@AppleSupport can you help me with my laptop? https://t.co/eHR0bEqYzz,@770295 We're happy to assist. Which macOS version are you currently running? DM us and let us know. https://t.co/GDrqU22YpT,customer: @AppleSupport can you help me with my laptop? https://t.co/eHR0bEqYzz,2,0
2754766,2754770,2754769,2017-11-20T20:59:29+00:00,Wondering if I'm able to exchange my @115858 iPhone for another phone with @118101 if having had it for less than a week the operating system is unusable #constantlybroken,"@14733 We're happy to work with you on any issues you are having with your new iPhone. What is going on with your iOS?
If you bought your device at an Apple Store, you do have 14 days to return it.",customer: Wondering if I'm able to exchange my @115858 iPhone for another phone with @118101 if having had it for less than a week the operating system is unusable #constantlybroken,4,0
2754766,2754768,2754767,2017-11-20T21:04:27+00:00,"@AppleSupport It was purchased through an @118101 store. The home screen keeps freezing with no clock, notifications etc. At times it has to be completely restarted.... :-/",@14733 Which iOS version is your iPhone using in Settings &gt; General &gt; About? Let us know in DM. https://t.co/GDrqU22YpT,"customer: Wondering if I'm able to exchange my @115858 iPhone for another phone with @118101 if having had it for less than a week the operating system is unusable #constantlybroken
brand: @14733 We're happy to work with you on any issues you are having with your new iPhone. What is going on with your iOS?
If you bought your device at an Apple Store, you do have 14 days to return it.
customer: @AppleSupport It was purchased through an @118101 store. The home screen keeps freezing with no clock, notifications etc. At times it has to be completely restarted.... :-/",4,0
2757513,2757516,2757514,2017-11-21T03:17:25+00:00,"@AppleSupport hello, my phone won't charge after a hard reset, trying several cords, and plugging it into my Macbook. It is at 2% battery so an iOS update isn't an option currently. Please help.","@771703 We are more than happy to help. Let's start by trying the steps in this article: https://t.co/UprB7UUP1q

Please let us know if you need further assistance after trying the steps in that article.","customer: @AppleSupport hello, my phone won't charge after a hard reset, trying several cords, and plugging it into my Macbook. It is at 2% battery so an iOS update isn't an option currently. Please help.",4,0
2757513,2757515,2757517,2017-11-21T04:15:30+00:00,"@AppleSupport hello, I had turned off my phone prior to charging it for a half hour and as I went to the next step of the force restart my phone won't turn on or restart",@771703 We appreciate you trying that step. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,"customer: @AppleSupport hello, my phone won't charge after a hard reset, trying several cords, and plugging it into my Macbook. It is at 2% battery so an iOS update isn't an option currently. Please help.
brand: @771703 We are more than happy to help. Let's start by trying the steps in this article: https://t.co/UprB7UUP1q

Please let us know if you need further assistance after trying the steps in that article.
customer: @AppleSupport hello, I had turned off my phone prior to charging it for a half hour and as I went to the next step of the force restart my phone won't turn on or restart",4,0
2759068,2759070,2759069,2017-11-21T04:08:58+00:00,@AppleSupport im going to change my number im wondering if with iCloud all the stuff with my number is gonna update?,@189154 Great question. Let's take a look at this in DM. https://t.co/GDrqU22YpT,customer: @AppleSupport im going to change my number im wondering if with iCloud all the stuff with my number is gonna update?,2,0
2771759,2771762,2771760,2017-11-21T13:57:00+00:00,@AppleSupport i am sorry is this your email? https://t.co/PHPhRg52o1,@774781 You've come to the right place for help. This looks to be a phishing attempt. We'd recommend looking through the following article for tips on identifying and reporting this type of message: https://t.co/LNMCdqt6fD,customer: @AppleSupport i am sorry is this your email? https://t.co/PHPhRg52o1,4,0
2771759,2771761,2771763,2017-11-21T15:03:00+00:00,"@AppleSupport gosh, i have clicked the link and login with my id and password 😭",@774781 Thanks for letting us know. Let's have you reach out to our iTunes Store team to have them take a look at your account: https://t.co/SDIe7UiyJN,"customer: @AppleSupport i am sorry is this your email? https://t.co/PHPhRg52o1
brand: @774781 You've come to the right place for help. This looks to be a phishing attempt. We'd recommend looking through the following article for tips on identifying and reporting this type of message: https://t.co/LNMCdqt6fD
customer: @AppleSupport gosh, i have clicked the link and login with my id and password 😭",4,0
2774391,2774393,2774392,2017-11-21T14:37:01+00:00,"@115858, What is the deal with the podcast app? It is a mess!",@530003 We'd like to help out. When did you begin to notice the Podcast issue? Which devices are you using? Let us know more in a DM. https://t.co/GDrqU22YpT,"customer: @115858, What is the deal with the podcast app? It is a mess!",2,0
2777534,2777537,2777535,2017-11-21T15:50:00+00:00,"@AppleSupport hi, i'm experiencing sudden app close since i updated my iOS to the latest version. i'm using iPhone 6s, any idea?",@775996 We appreciate you reaching out to us and are happy to help out however we can. Does this occur with all apps or specific apps?,"customer: @AppleSupport hi, i'm experiencing sudden app close since i updated my iOS to the latest version. i'm using iPhone 6s, any idea?",6,0
2777534,2777536,2777538,2017-11-21T16:20:09+00:00,"@AppleSupport Yes this occur to all apps, mostly happens when i opened music.","@775996 What exactly do you see occur when the apps close? Do they immediately close out, do they freeze for a moment then close, or something else?","customer: @AppleSupport hi, i'm experiencing sudden app close since i updated my iOS to the latest version. i'm using iPhone 6s, any idea?
brand: @775996 We appreciate you reaching out to us and are happy to help out however we can. Does this occur with all apps or specific apps?
customer: @AppleSupport Yes this occur to all apps, mostly happens when i opened music.",6,0
2777534,2777539,2777540,2017-11-21T16:31:00+00:00,@AppleSupport They freeze in a moment and sometimes shows blank screen and hang for a bit,"@775996 What troubleshooting, if any, have you tried thus far? We want to make sure we don't have you repeat any steps. For example, have you had a chance to power the device off and back on again as of yet? Let us know via DM. https://t.co/GDrqU22YpT","customer: @AppleSupport hi, i'm experiencing sudden app close since i updated my iOS to the latest version. i'm using iPhone 6s, any idea?
brand: @775996 We appreciate you reaching out to us and are happy to help out however we can. Does this occur with all apps or specific apps?
customer: @AppleSupport Yes this occur to all apps, mostly happens when i opened music.
brand: @775996 What exactly do you see occur when the apps close? Do they immediately close out, do they freeze for a moment then close, or something else?
customer: @AppleSupport They freeze in a moment and sometimes shows blank screen and hang for a bit",6,0
2777616,2777619,2777617,2017-11-21T15:40:03+00:00,lol @115858 has been taking money out of my account for the last 3 months without telling me why or what for and they won't refund me👍🏻,@776017 Best bet is to reach out to our iTunes Support team about this issue.  https://t.co/SDIe7UiyJN,customer: lol @115858 has been taking money out of my account for the last 3 months without telling me why or what for and they won't refund me👍🏻,4,0
2777616,2777618,2777620,2017-11-21T16:08:00+00:00,@AppleSupport I have and they still won't refund so I'll be going to my bank👍🏻,"@776017 Understood. If we can help with any other concerns, just let us know.","customer: lol @115858 has been taking money out of my account for the last 3 months without telling me why or what for and they won't refund me👍🏻
brand: @776017 Best bet is to reach out to our iTunes Support team about this issue.  https://t.co/SDIe7UiyJN
customer: @AppleSupport I have and they still won't refund so I'll be going to my bank👍🏻",4,0
2785649,2785653,2785650,2017-10-31T18:50:00+00:00,Help @AppleSupport my mom forgot her Apple ID Password. What should she do?,"@300638 Have her visit: https://t.co/ggVDoc1mU7 to reset the password. If that doesn't work, then reach out here: https://t.co/UJm15vmMM2",customer: Help @AppleSupport my mom forgot her Apple ID Password. What should she do?,5,0
2785649,2785652,2785654,2017-10-31T19:05:36+00:00,@AppleSupport She doesn’t have the password to her iCloud email,@300638 That can be reset at the link provided earlier as well.,"customer: Help @AppleSupport my mom forgot her Apple ID Password. What should she do?
brand: @300638 Have her visit: https://t.co/ggVDoc1mU7 to reset the password. If that doesn't work, then reach out here: https://t.co/UJm15vmMM2
customer: @AppleSupport She doesn’t have the password to her iCloud email",5,0
